ProductKey,OrderDateKey,DueDateKey,ShipDateKey,CustomerKey,TotalProductCost,SalesOrderNumber,SalesAmount
312,20110119,20110131,20110126,16623,2171.2942,SO43792,3578.27
344,20110119,20110131,20110126,11000,1912.1544,SO43793,3399.99
347,20110119,20110131,20110126,11029,1912.1544,SO43794,3399.99
312,20110120,20110201,20110127,27615,2171.2942,SO43795,3578.27
342,20110120,20110201,20110127,17956,413.1463,SO43796,699.0982
312,20110120,20110201,20110127,16345,2171.2942,SO43797,3578.27
310,20110120,20110201,20110127,16521,2171.2942,SO43798,3578.27
312,20110120,20110201,20110127,16636,2171.2942,SO43799,3578.27
311,20110121,20110202,20110128,21710,2171.2942,SO43800,3578.27
311,20110121,20110202,20110128,13583,2171.2942,SO43801,3578.27
312,20110121,20110202,20110128,11593,2171.2942,SO43802,3578.27
314,20110122,20110203,20110129,21741,2171.2942,SO43803,3578.27
310,20110122,20110203,20110129,13585,2171.2942,SO43804,3578.27
328,20110122,20110203,20110129,14510,413.1463,SO43805,699.0982
312,20110122,20110203,20110129,16523,2171.2942,SO43806,3578.27
312,20110123,20110204,20110130,11611,2171.2942,SO43807,3578.27
313,20110123,20110204,20110130,13259,2171.2942,SO43808,3578.27
310,20110123,20110204,20110130,16350,2171.2942,SO43809,3578.27
345,20110123,20110204,20110130,11004,1912.1544,SO43810,3399.99
346,20110123,20110204,20110130,11026,1912.1544,SO43811,3399.99
312,20110124,20110205,20110131,27662,2171.2942,SO43812,3578.27
350,20110124,20110205,20110131,28390,1898.0944,SO43813,3374.99
350,20110124,20110205,20110131,25866,1898.0944,SO43814,3374.99
311,20110124,20110205,20110131,16494,2171.2942,SO43815,3578.27
314,20110124,20110205,20110131,16496,2171.2942,SO43816,3578.27
310,20110124,20110205,20110131,16519,2171.2942,SO43817,3578.27
312,20110124,20110205,20110131,16528,2171.2942,SO43818,3578.27
346,20110124,20110205,20110131,11006,1912.1544,SO43819,3399.99
312,20110125,20110206,20110201,27651,2171.2942,SO43820,3578.27
310,20110125,20110206,20110201,27663,2171.2942,SO43821,3578.27
313,20110125,20110206,20110201,27669,2171.2942,SO43822,3578.27
342,20110125,20110206,20110201,19942,413.1463,SO43823,699.0982
338,20110125,20110206,20110201,14558,413.1463,SO43824,699.0982
313,20110125,20110206,20110201,16349,2171.2942,SO43825,3578.27
348,20110125,20110206,20110201,11008,1898.0944,SO43826,3374.99
338,20110125,20110206,20110201,25250,413.1463,SO43827,699.0982
310,20110126,20110207,20110202,27605,2171.2942,SO43828,3578.27
310,20110126,20110207,20110202,27611,2171.2942,SO43829,3578.27
311,20110126,20110207,20110202,16347,2171.2942,SO43830,3578.27
349,20110126,20110207,20110202,11028,1898.0944,SO43831,3374.99
310,20110126,20110207,20110202,13584,2171.2942,SO43832,3578.27
310,20110127,20110208,20110203,21727,2171.2942,SO43833,3578.27
348,20110127,20110208,20110203,28393,1898.0944,SO43834,3374.99
348,20110127,20110208,20110203,19802,1898.0944,SO43835,3374.99
324,20110127,20110208,20110203,26620,413.1463,SO43836,699.0982
350,20110127,20110208,20110203,11009,1898.0944,SO43837,3374.99
313,20110128,20110209,20110204,27641,2171.2942,SO43838,3578.27
311,20110128,20110209,20110204,27673,2171.2942,SO43839,3578.27
326,20110128,20110209,20110204,17957,413.1463,SO43840,699.0982
314,20110128,20110209,20110204,13406,2171.2942,SO43841,3578.27
312,20110128,20110209,20110204,16630,2171.2942,SO43842,3578.27
313,20110129,20110210,20110205,22041,2171.2942,SO43918,3578.27
314,20110129,20110210,20110205,12124,2171.2942,SO43919,3578.27
313,20110129,20110210,20110205,28066,2171.2942,SO43920,3578.27
313,20110129,20110210,20110205,16743,2171.2942,SO43921,3578.27
310,20110129,20110210,20110205,13546,2171.2942,SO43922,3578.27
312,20110130,20110211,20110206,28018,2171.2942,SO43923,3578.27
310,20110130,20110211,20110206,12132,2171.2942,SO43924,3578.27
314,20110130,20110211,20110206,16661,2171.2942,SO43925,3578.27
351,20110131,20110212,20110207,11055,1898.0944,SO43926,3374.99
314,20110131,20110212,20110207,16662,2171.2942,SO43927,3578.27
313,20110131,20110212,20110207,16740,2171.2942,SO43928,3578.27
322,20110131,20110212,20110207,25270,413.1463,SO43929,699.0982
312,20110201,20110213,20110208,28038,2171.2942,SO43930,3578.27
313,20110201,20110213,20110208,13548,2171.2942,SO43931,3578.27
314,20110201,20110213,20110208,16741,2171.2942,SO43932,3578.27
347,20110201,20110213,20110208,11031,1912.1544,SO43933,3399.99
346,20110201,20110213,20110208,11034,1912.1544,SO43934,3399.99
334,20110202,20110214,20110209,20048,413.1463,SO43935,699.0982
311,20110202,20110214,20110209,28065,2171.2942,SO43936,3578.27
312,20110202,20110214,20110209,17047,2171.2942,SO43937,3578.27
310,20110202,20110214,20110209,16686,2171.2942,SO43938,3578.27
312,20110202,20110214,20110209,16659,2171.2942,SO43939,3578.27
336,20110202,20110214,20110209,25294,413.1463,SO43940,699.0982
314,20110203,20110215,20110210,13600,2171.2942,SO43941,3578.27
310,20110203,20110215,20110210,17051,2171.2942,SO43942,3578.27
338,20110203,20110215,20110210,14565,413.1463,SO43943,699.0982
344,20110203,20110215,20110210,11054,1912.1544,SO43944,3399.99
310,20110203,20110215,20110210,16675,2171.2942,SO43945,3578.27
313,20110203,20110215,20110210,16687,2171.2942,SO43946,3578.27
310,20110203,20110215,20110210,16712,2171.2942,SO43947,3578.27
345,20110203,20110215,20110210,11047,1912.1544,SO43948,3399.99
310,20110204,20110216,20110211,27726,2171.2942,SO43949,3578.27
311,20110204,20110216,20110211,28014,2171.2942,SO43950,3578.27
311,20110204,20110216,20110211,16696,2171.2942,SO43951,3578.27
312,20110204,20110216,20110211,16639,2171.2942,SO43952,3578.27
342,20110205,20110217,20110212,20049,413.1463,SO43953,699.0982
311,20110205,20110217,20110212,13602,2171.2942,SO43954,3578.27
314,20110205,20110217,20110212,13661,2171.2942,SO43955,3578.27
344,20110205,20110217,20110212,11030,1912.1544,SO43956,3399.99
313,20110206,20110218,20110213,28068,2171.2942,SO43957,3578.27
312,20110206,20110218,20110213,16658,2171.2942,SO43958,3578.27
348,20110206,20110218,20110213,11035,1898.0944,SO43959,3374.99
349,20110206,20110218,20110213,11046,1898.0944,SO43960,3374.99
311,20110207,20110219,20110214,28031,2171.2942,SO43961,3578.27
312,20110207,20110219,20110214,28076,2171.2942,SO43962,3578.27
314,20110207,20110219,20110214,16685,2171.2942,SO43963,3578.27
312,20110207,20110219,20110214,16745,2171.2942,SO43964,3578.27
351,20110207,20110219,20110214,11038,1898.0944,SO43965,3374.99
347,20110207,20110219,20110214,11039,1912.1544,SO43966,3399.99
313,20110208,20110220,20110215,28040,2171.2942,SO43967,3578.27
313,20110208,20110220,20110215,28067,2171.2942,SO43968,3578.27
310,20110208,20110220,20110215,28071,2171.2942,SO43969,3578.27
311,20110208,20110220,20110215,16684,2171.2942,SO43970,3578.27
314,20110208,20110220,20110215,16657,2171.2942,SO43971,3578.27
314,20110209,20110221,20110216,21939,2171.2942,SO43972,3578.27
312,20110209,20110221,20110216,28039,2171.2942,SO43973,3578.27
312,20110209,20110221,20110216,13687,2171.2942,SO43974,3578.27
312,20110209,20110221,20110216,13540,2171.2942,SO43975,3578.27
310,20110209,20110221,20110216,28063,2171.2942,SO43976,3578.27
312,20110209,20110221,20110216,16703,2171.2942,SO43977,3578.27
310,20110210,20110222,20110217,28030,2171.2942,SO43978,3578.27
322,20110210,20110222,20110217,14576,413.1463,SO43979,699.0982
351,20110210,20110222,20110217,11048,1898.0944,SO43980,3374.99
314,20110210,20110222,20110217,16664,2171.2942,SO43981,3578.27
342,20110210,20110222,20110217,25271,413.1463,SO43982,699.0982
314,20110211,20110223,20110218,28017,2171.2942,SO43983,3578.27
311,20110211,20110223,20110218,13545,2171.2942,SO43984,3578.27
313,20110211,20110223,20110218,13515,2171.2942,SO43985,3578.27
310,20110211,20110223,20110218,28070,2171.2942,SO43986,3578.27
310,20110212,20110224,20110219,28042,2171.2942,SO43987,3578.27
344,20110212,20110224,20110219,11244,1912.1544,SO43988,3399.99
312,20110212,20110224,20110219,28083,2171.2942,SO43989,3578.27
344,20110212,20110224,20110219,25872,1912.1544,SO43990,3399.99
310,20110212,20110224,20110219,16660,2171.2942,SO43991,3578.27
311,20110212,20110224,20110219,16638,2171.2942,SO43992,3578.27
314,20110214,20110226,20110221,16929,2171.2942,SO43993,3578.27
314,20110215,20110227,20110222,27681,2171.2942,SO43994,3578.27
312,20110215,20110227,20110222,21813,2171.2942,SO43995,3578.27
310,20110215,20110227,20110222,27920,2171.2942,SO43996,3578.27
310,20110215,20110227,20110222,28022,2171.2942,SO43997,3578.27
348,20110215,20110227,20110222,11033,1898.0944,SO43998,3374.99
311,20110215,20110227,20110222,28047,2171.2942,SO43999,3578.27
311,20110216,20110228,20110223,27918,2171.2942,SO44000,3578.27
313,20110216,20110228,20110223,28044,2171.2942,SO44001,3578.27
336,20110216,20110228,20110223,14572,413.1463,SO44002,699.0982
342,20110216,20110228,20110223,19325,413.1463,SO44003,699.0982
310,20110216,20110228,20110223,28061,2171.2942,SO44004,3578.27
334,20110216,20110228,20110223,26629,413.1463,SO44005,699.0982
310,20110216,20110228,20110223,16744,2171.2942,SO44006,3578.27
320,20110216,20110228,20110223,25555,413.1463,SO44007,699.0982
312,20110217,20110301,20110224,27678,2171.2942,SO44008,3578.27
314,20110217,20110301,20110224,27759,2171.2942,SO44009,3578.27
310,20110217,20110301,20110224,13680,2171.2942,SO44010,3578.27
310,20110217,20110301,20110224,13514,2171.2942,SO44011,3578.27
349,20110217,20110301,20110224,11052,1898.0944,SO44012,3374.99
312,20110217,20110301,20110224,16928,2171.2942,SO44013,3578.27
313,20110218,20110302,20110225,27917,2171.2942,SO44014,3578.27
311,20110218,20110302,20110225,13693,2171.2942,SO44015,3578.27
350,20110218,20110302,20110225,11247,1898.0944,SO44016,3374.99
310,20110218,20110302,20110225,28078,2171.2942,SO44017,3578.27
350,20110218,20110302,20110225,25876,1898.0944,SO44018,3374.99
310,20110218,20110302,20110225,16701,2171.2942,SO44019,3578.27
311,20110218,20110302,20110225,16931,2171.2942,SO44020,3578.27
348,20110218,20110302,20110225,11032,1898.0944,SO44021,3374.99
313,20110219,20110303,20110226,22008,2171.2942,SO44022,3578.27
349,20110219,20110303,20110226,19830,1898.0944,SO44023,3374.99
314,20110219,20110303,20110226,16663,2171.2942,SO44024,3578.27
314,20110219,20110303,20110226,16708,2171.2942,SO44025,3578.27
310,20110219,20110303,20110226,17045,2171.2942,SO44026,3578.27
310,20110220,20110304,20110227,21921,2171.2942,SO44027,3578.27
312,20110220,20110304,20110227,17048,2171.2942,SO44028,3578.27
350,20110220,20110304,20110227,11050,1898.0944,SO44029,3374.99
311,20110221,20110305,20110228,12131,2171.2942,SO44030,3578.27
313,20110221,20110305,20110228,13689,2171.2942,SO44031,3578.27
344,20110221,20110305,20110228,11243,1912.1544,SO44032,3399.99
314,20110221,20110305,20110228,16693,2171.2942,SO44033,3578.27
313,20110221,20110305,20110228,16702,2171.2942,SO44034,3578.27
312,20110221,20110305,20110228,16707,2171.2942,SO44035,3578.27
310,20110221,20110305,20110228,17046,2171.2942,SO44036,3578.27
328,20110221,20110305,20110228,25272,413.1463,SO44037,699.0982
344,20110221,20110305,20110228,25868,1912.1544,SO44038,3399.99
342,20110222,20110306,20110301,17971,413.1463,SO44039,699.0982
351,20110222,20110306,20110301,11057,1898.0944,SO44040,3374.99
313,20110222,20110306,20110301,16742,2171.2942,SO44041,3578.27
313,20110223,20110307,20110302,13678,2171.2942,SO44042,3578.27
311,20110223,20110307,20110302,13679,2171.2942,SO44043,3578.27
314,20110223,20110307,20110302,13690,2171.2942,SO44044,3578.27
344,20110223,20110307,20110302,28394,1912.1544,SO44045,3399.99
313,20110223,20110307,20110302,28064,2171.2942,SO44046,3578.27
344,20110223,20110307,20110302,25878,1912.1544,SO44047,3399.99
314,20110223,20110307,20110302,16713,2171.2942,SO44048,3578.27
314,20110224,20110308,20110303,13538,2171.2942,SO44049,3578.27
310,20110224,20110308,20110303,17050,2171.2942,SO44050,3578.27
310,20110225,20110309,20110304,13691,2171.2942,SO44051,3578.27
314,20110225,20110309,20110304,16637,2171.2942,SO44052,3578.27
338,20110226,20110310,20110305,19329,413.1463,SO44053,699.0982
314,20110226,20110310,20110305,13542,2171.2942,SO44054,3578.27
310,20110226,20110310,20110305,13543,2171.2942,SO44055,3578.27
314,20110226,20110310,20110305,13559,2171.2942,SO44056,3578.27
338,20110226,20110310,20110305,14577,413.1463,SO44057,699.0982
350,20110226,20110310,20110305,11056,1898.0944,SO44058,3374.99
313,20110226,20110310,20110305,16688,2171.2942,SO44059,3578.27
342,20110226,20110310,20110305,25273,413.1463,SO44060,699.0982
310,20110227,20110311,20110306,27919,2171.2942,SO44061,3578.27
310,20110227,20110311,20110306,28041,2171.2942,SO44062,3578.27
344,20110227,20110311,20110306,11240,1912.1544,SO44063,3399.99
310,20110227,20110311,20110306,22050,2171.2942,SO44064,3578.27
310,20110227,20110311,20110306,28062,2171.2942,SO44065,3578.27
344,20110227,20110311,20110306,25867,1912.1544,SO44066,3399.99
310,20110227,20110311,20110306,17049,2171.2942,SO44067,3578.27
313,20110228,20110312,20110307,13541,2171.2942,SO44068,3578.27
349,20110228,20110312,20110307,28395,1898.0944,SO44069,3374.99
349,20110228,20110312,20110307,19829,1898.0944,SO44070,3374.99
313,20110228,20110312,20110307,16691,2171.2942,SO44071,3578.27
311,20110228,20110312,20110307,16656,2171.2942,SO44072,3578.27
351,20110228,20110312,20110307,11044,1898.0944,SO44073,3374.99
310,20110301,20110313,20110308,13821,2171.2942,SO44134,3578.27
310,20110301,20110313,20110308,28156,2171.2942,SO44135,3578.27
311,20110301,20110313,20110308,22114,2171.2942,SO44136,3578.27
314,20110301,20110313,20110308,17328,2171.2942,SO44137,3578.27
310,20110302,20110314,20110309,13765,2171.2942,SO44138,3578.27
311,20110302,20110314,20110309,13792,2171.2942,SO44139,3578.27
311,20110302,20110314,20110309,12221,2171.2942,SO44140,3578.27
313,20110302,20110314,20110309,13572,2171.2942,SO44141,3578.27
313,20110302,20110314,20110309,22058,2171.2942,SO44142,3578.27
313,20110302,20110314,20110309,28145,2171.2942,SO44143,3578.27
312,20110302,20110314,20110309,17071,2171.2942,SO44144,3578.27
310,20110302,20110314,20110309,17309,2171.2942,SO44145,3578.27
313,20110302,20110314,20110309,17310,2171.2942,SO44146,3578.27
310,20110302,20110314,20110309,17320,2171.2942,SO44147,3578.27
310,20110303,20110315,20110310,28172,2171.2942,SO44148,3578.27
312,20110303,20110315,20110310,17242,2171.2942,SO44149,3578.27
312,20110303,20110315,20110310,17315,2171.2942,SO44150,3578.27
328,20110303,20110315,20110310,25558,413.1463,SO44151,699.0982
346,20110304,20110316,20110311,11334,1912.1544,SO44152,3399.99
312,20110304,20110316,20110311,28168,2171.2942,SO44153,3578.27
311,20110304,20110316,20110311,28181,2171.2942,SO44154,3578.27
313,20110304,20110316,20110311,28131,2171.2942,SO44155,3578.27
346,20110304,20110316,20110311,25887,1912.1544,SO44156,3399.99
314,20110304,20110316,20110311,17055,2171.2942,SO44157,3578.27
311,20110305,20110317,20110312,13567,2171.2942,SO44158,3578.27
311,20110305,20110317,20110312,28182,2171.2942,SO44159,3578.27
312,20110305,20110317,20110312,28186,2171.2942,SO44160,3578.27
314,20110306,20110318,20110313,13772,2171.2942,SO44161,3578.27
311,20110306,20110318,20110313,28185,2171.2942,SO44162,3578.27
314,20110306,20110318,20110313,28193,2171.2942,SO44163,3578.27
310,20110306,20110318,20110313,28088,2171.2942,SO44164,3578.27
313,20110306,20110318,20110313,17065,2171.2942,SO44165,3578.27
338,20110306,20110318,20110313,14581,413.1463,SO44166,699.0982
314,20110306,20110318,20110313,17308,2171.2942,SO44167,3578.27
313,20110307,20110319,20110314,12211,2171.2942,SO44168,3578.27
311,20110307,20110319,20110314,28179,2171.2942,SO44169,3578.27
314,20110307,20110319,20110314,28183,2171.2942,SO44170,3578.27
313,20110307,20110319,20110314,28112,2171.2942,SO44171,3578.27
338,20110307,20110319,20110314,14584,413.1463,SO44172,699.0982
312,20110308,20110320,20110315,13784,2171.2942,SO44173,3578.27
311,20110308,20110320,20110315,17229,2171.2942,SO44174,3578.27
313,20110308,20110320,20110315,17246,2171.2942,SO44175,3578.27
314,20110309,20110321,20110316,12220,2171.2942,SO44176,3578.27
350,20110309,20110321,20110316,11337,1898.0944,SO44177,3374.99
312,20110309,20110321,20110316,28097,2171.2942,SO44178,3578.27
350,20110309,20110321,20110316,25888,1898.0944,SO44179,3374.99
347,20110309,20110321,20110316,11058,1912.1544,SO44180,3399.99
312,20110309,20110321,20110316,17294,2171.2942,SO44181,3578.27
310,20110309,20110321,20110316,17299,2171.2942,SO44182,3578.27
310,20110310,20110322,20110317,28158,2171.2942,SO44183,3578.27
314,20110310,20110322,20110317,17247,2171.2942,SO44184,3578.27
310,20110310,20110322,20110317,17280,2171.2942,SO44185,3578.27
347,20110312,20110324,20110319,25889,1912.1544,SO44186,3399.99
313,20110312,20110324,20110319,17069,2171.2942,SO44187,3578.27
334,20110313,20110325,20110320,20052,413.1463,SO44188,699.0982
322,20110313,20110325,20110320,20054,413.1463,SO44189,699.0982
348,20110313,20110325,20110320,11061,1898.0944,SO44190,3374.99
310,20110313,20110325,20110320,17248,2171.2942,SO44191,3578.27
312,20110314,20110326,20110321,13570,2171.2942,SO44192,3578.27
312,20110314,20110326,20110321,28164,2171.2942,SO44193,3578.27
310,20110314,20110326,20110321,17064,2171.2942,SO44194,3578.27
313,20110314,20110326,20110321,17249,2171.2942,SO44195,3578.27
314,20110314,20110326,20110321,17295,2171.2942,SO44196,3578.27
312,20110315,20110327,20110322,28096,2171.2942,SO44197,3578.27
310,20110315,20110327,20110322,28150,2171.2942,SO44198,3578.27
313,20110315,20110327,20110322,17259,2171.2942,SO44199,3578.27
311,20110315,20110327,20110322,17312,2171.2942,SO44200,3578.27
313,20110316,20110328,20110323,12254,2171.2942,SO44201,3578.27
311,20110316,20110328,20110323,28159,2171.2942,SO44202,3578.27
312,20110316,20110328,20110323,28149,2171.2942,SO44203,3578.27
336,20110316,20110328,20110323,14580,413.1463,SO44204,699.0982
312,20110316,20110328,20110323,17285,2171.2942,SO44205,3578.27
347,20110317,20110329,20110324,11250,1912.1544,SO44206,3399.99
313,20110317,20110329,20110324,28162,2171.2942,SO44207,3578.27
347,20110317,20110329,20110324,25879,1912.1544,SO44208,3399.99
311,20110317,20110329,20110324,17257,2171.2942,SO44209,3578.27
310,20110318,20110330,20110325,13783,2171.2942,SO44210,3578.27
313,20110318,20110330,20110325,28154,2171.2942,SO44211,3578.27
312,20110318,20110330,20110325,28170,2171.2942,SO44212,3578.27
310,20110318,20110330,20110325,17351,2171.2942,SO44213,3578.27
311,20110318,20110330,20110325,17332,2171.2942,SO44214,3578.27
312,20110319,20110331,20110326,28180,2171.2942,SO44215,3578.27
314,20110319,20110331,20110326,13560,2171.2942,SO44216,3578.27
310,20110319,20110331,20110326,28148,2171.2942,SO44217,3578.27
311,20110319,20110331,20110326,22109,2171.2942,SO44218,3578.27
338,20110319,20110331,20110326,14590,413.1463,SO44219,699.0982
345,20110319,20110331,20110326,11060,1912.1544,SO44220,3399.99
314,20110319,20110331,20110326,17255,2171.2942,SO44221,3578.27
311,20110319,20110331,20110326,17258,2171.2942,SO44222,3578.27
310,20110320,20110401,20110327,13847,2171.2942,SO44223,3578.27
314,20110320,20110401,20110327,28166,2171.2942,SO44224,3578.27
322,20110321,20110402,20110328,20060,413.1463,SO44225,699.0982
313,20110321,20110402,20110328,12255,2171.2942,SO44226,3578.27
349,20110321,20110402,20110328,28401,1898.0944,SO44227,3374.99
344,20110321,20110402,20110328,11333,1912.1544,SO44228,3399.99
344,20110321,20110402,20110328,25886,1912.1544,SO44229,3399.99
312,20110321,20110402,20110328,17241,2171.2942,SO44230,3578.27
334,20110321,20110402,20110328,17973,413.1463,SO44231,699.0982
312,20110321,20110402,20110328,17334,2171.2942,SO44232,3578.27
310,20110322,20110403,20110329,13841,2171.2942,SO44233,3578.27
312,20110322,20110403,20110329,28184,2171.2942,SO44234,3578.27
313,20110322,20110403,20110329,22117,2171.2942,SO44235,3578.27
312,20110322,20110403,20110329,28191,2171.2942,SO44236,3578.27
310,20110322,20110403,20110329,17056,2171.2942,SO44237,3578.27
311,20110322,20110403,20110329,17079,2171.2942,SO44238,3578.27
311,20110323,20110404,20110330,12217,2171.2942,SO44239,3578.27
311,20110323,20110404,20110330,13580,2171.2942,SO44240,3578.27
313,20110323,20110404,20110330,28155,2171.2942,SO44241,3578.27
313,20110323,20110404,20110330,28163,2171.2942,SO44242,3578.27
312,20110323,20110404,20110330,17278,2171.2942,SO44243,3578.27
312,20110323,20110404,20110330,17329,2171.2942,SO44244,3578.27
330,20110323,20110404,20110330,25556,413.1463,SO44245,699.0982
312,20110324,20110405,20110331,12219,2171.2942,SO44246,3578.27
310,20110324,20110405,20110331,17233,2171.2942,SO44247,3578.27
313,20110324,20110405,20110331,17240,2171.2942,SO44248,3578.27
313,20110325,20110406,20110401,13845,2171.2942,SO44249,3578.27
312,20110325,20110406,20110401,28167,2171.2942,SO44250,3578.27
311,20110325,20110406,20110401,28190,2171.2942,SO44251,3578.27
312,20110326,20110407,20110402,13777,2171.2942,SO44252,3578.27
